Name	tone	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	raisedLarynxEjective	loweredLarynxImplosive	click
ɡʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɣ̟ʲ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɦ	0	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ʝ̟	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
k̟ʲʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
k̟ʲʼ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ɬʲ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɬʲʼ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ɮʲ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
n̻	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
o̞ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
qχ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
qχʷ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
qχʷʼ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
qχʼ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ʁ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ʁʷ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
s̻	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʃʼ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
t̻ʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
t̻s̻	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̻s̻ʼ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
t̻ʼ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
v	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
x̟ʲ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
z̻	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ʔʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	-1	-1	-1
ʕ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
a̟	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	0	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
e̞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ə̆	0	-1	+1	+1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɪ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
o̞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ts	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
β	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
˥˦	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
˧	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
˩˨	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ãː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
d̠ʒ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɖ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɖʐ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ʂ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʈ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʈʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ʈʂ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʈʂʰ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
ũː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ʐ͇	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ã	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
b̤	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
d̪	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
d̪̤	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
d̪ː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
d̠ʒ̤	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
d̠ʒː	0	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɖ̤	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɖː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ẽ̞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ẽ̞ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ə	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
əː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɡ̤	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ĩ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ĩː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
jː	0	-1	-1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	0	0	+1	-1	-1	-1	-1	-1	-1	-1
kː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
lː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
n̪	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɳ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
õ̞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
õ̞ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
pː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
r̠	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
rː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
s̪	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
s̪ː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̪	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̪ː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̪ʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
t̠ʃː	0	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʈː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ũ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
wː	0	-1	-1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɑ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɒː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
bː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
d̤	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
dː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
dz	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
dzː	0	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɛ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɛː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɡː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɪː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɭ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɭː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
mː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
nː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɾ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
tː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
tsː	0	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʊː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
β̞	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
β̞ː	0	-1	-1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɽ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ŋː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɛ̃	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɲ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
õ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɪ̯	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ʊ̯	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
a̰	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ḛ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ɛ̰	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ḭ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
l̥	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
m̥	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
n̥	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɲ̥	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ŋ̥	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
o̰	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ɔ̰	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
r̥	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ṵ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ʍ	0	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	-1	-1	+1	-1	-1	-1	-1	-1
a̟̙ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	0	-1	0	+1	-1	+1	-1	-1	-1	0	-1	-1	0
ɒ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ɓ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	+1	-1
