a	a
b	b
c	t͡s
č	t͡ʃ
ć	t͡ɕ
d	d
dž	d͡ʒ
đ	d͡ʑ
e	e
f	f
g	ɡ
h	h
i	i
j	j
k	k
l	l
lj	ʎ
m	m
n	n
nj	ɲ
o	o
p	p
r	r
s	s
š	ʃ
t	t
u	u
v	ʋ
z	z
ž	ʒ
(.)	(.)
