b	b
ɓ	ʔb
m	m
f	ɸ
w	w
t	t
ts	t͡sʼ
s	s
d	d
ɗ	dʔ
n	n
z	z
r	r
l	l
c	t͡ʃ
sh	ʃ
j	d͡ʒ
'y	ʔʲ
’y	ʔʲ
ʼy	ʔʲ	
y	j
k	k
ƙ	kʼ
g	ɡ
'	ʔ
’	ʔ
ʼ	ʔ
h	h
i	ɪ
e	e
a	ə
o	o
u	ʊ
