p	p
b	b
ɓ	ɓ
m	m
w	w
f	f
v	v
ⱱ	ⱱ
t	t
s	s
d	d
ɗ	ɗ
n	n
z	z
r	ɾ
l	l
c	t͡ʃ
j	d͡ʒ
y	j
k	k
g	ɡ
ŋ	ŋ
'	ʔ
h	h
i	i
ii	iː
ĩĩ	ĩː
e	ɛ
ee	ɛː
ẽ	ɛ̃
é	ɛ
ə	ɨ
əə	ɨː
ə̃	ɨ̃
a	a
aa	aː
ã	ã
á	a
u	u
ú	u
uu	uː
o	ɔ
oo	ɔː
õ	ɔ̃
ó	ɔ
(.)	(.)
