a	a
æ	a:
b	b
bʲ	b:
d̪	d
d̪ʲ	d:
ɛ	e
e	e:
f	f
fʲ	f:
ɡ	g
ɡʲ	g:
ɪ	i
i	i:
j	j
k	k
kʲ	k:
l̪ˠ	l
l̪ʲ	l:
m	m
mʲ	m:
n̪	n
n̪ʲ	n:
o	o:
p	p
pʲ	p:
(.)	pau
r̪	r
r̪ʲ	r:
ʃˠ	S
s̪	s
s̪ʲ	s:
ɕː	Ss
t̪	t
t̪ʲ	t:
t͡ʃ	tS
t͡s	ts
u	u
ʉ	u:
v	v
vʲ	v:
x	x
xʲ	x:
ʒˠ	Z
z̪	z
z̪ʲ	z:
ɪ̈	_1
ɨ	_1:
